plu;Q (m3s);ev (mm/h);Q(mm/h)
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.09;0.018
0;2.01;0.156;0.018
0;2.01;0.198;0.018
0;2.01;0.246;0.018
0;2.01;0.276;0.018
0;2.01;0.294;0.018
0;2.01;0.294;0.018
0;2.01;0.276;0.018
0;2.01;0.246;0.018
0;2.01;0.198;0.018
0;2.01;0.156;0.018
0;2.01;0.09;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0.2;2.01;0;0.018
6.2;9.14;0;0.0828
3.2;9.29;0.102;0.084
0;5.6;0.18;0.0504
0;4.56;0.234;0.0408
0;4.13;0.288;0.0372
0;3.9;0.324;0.0348
0;3.76;0.342;0.0336
0;3.67;0.342;0.0336
0;3.59;0.324;0.0324
0;3.53;0.288;0.0312
0;3.48;0.234;0.0312
0;3.43;0.18;0.0312
0;3.39;0.102;0.03
0;3.35;0;0.03
0;3.32;0;0.03
0;3.28;0;0.03
0;3.25;0;0.0288
0;3.22;0;0.0288
0;3.19;0;0.0288
0;3.16;0;0.0288
0;3.14;0;0.0288
0;3.11;0;0.0276
0;3.09;0;0.0276
0;3.06;0;0.0276
0;3.04;0;0.0276
0;3.02;0.102;0.0276
0;2.99;0.18;0.0264
0;2.97;0.234;0.0264
0;2.95;0.288;0.0264
0;2.93;0.324;0.0264
0;2.91;0.342;0.0264
0;2.9;0.342;0.0264
0;2.88;0.324;0.0264
0;2.86;0.288;0.0252
0;2.84;0.234;0.0252
0;2.83;0.18;0.0252
0;2.81;0.102;0.0252
0;2.8;0;0.0252
0;2.78;0;0.0252
0;2.77;0;0.0252
0;2.75;0;0.0252
0;2.74;0;0.0252
0;2.72;0;0.024
0;2.71;0;0.024
0;2.7;0;0.024
0;2.69;0;0.024
0;2.67;0;0.024
0;2.66;0;0.024
0;2.65;0;0.024
0;2.64;0.084;0.024
0;2.63;0.15;0.024
0;2.62;0.192;0.024
0;2.61;0.234;0.024
0;2.6;0.264;0.024
0;2.59;0.282;0.0228
0;2.58;0.282;0.0228
0;2.57;0.264;0.0228
0;2.56;0.234;0.0228
0;2.55;0.192;0.0228
0;2.54;0.15;0.0228
0;2.53;0.084;0.0228
0;2.52;0;0.0228
0;2.51;0;0.0228
0;2.5;0;0.0228
0;2.5;0;0.0228
0;2.49;0;0.0228
0;2.48;0;0.0228
0;2.47;0;0.0228
0;2.47;0;0.0228
0;2.46;0;0.0216
0;2.45;0;0.0216
0;2.45;0;0.0216
0;2.44;0;0.0216
0;2.43;0.108;0.0216
0;2.43;0.186;0.0216
0;2.42;0.24;0.0216
0;2.41;0.288;0.0216
0;2.41;0.33;0.0216
0;2.4;0.354;0.0216
0;2.4;0.354;0.0216
0;2.39;0.33;0.0216
0;2.38;0.288;0.0216
0;2.38;0.24;0.0216
0;2.37;0.186;0.0216
0;2.37;0.108;0.0216
0;2.36;0;0.0216
0;2.36;0;0.0216
0;2.35;0;0.0216
0;2.35;0;0.0216
0;2.34;0;0.0216
0;2.34;0;0.0216
0;2.33;0;0.0204
0;2.33;0;0.0204
0;2.33;0;0.0204
0;2.32;0;0.0204
0;2.32;0;0.0204
0;2.31;0;0.0204
0;2.31;0.108;0.0204
0;2.3;0.192;0.0204
0;2.3;0.24;0.0204
0;2.3;0.294;0.0204
0;2.29;0.336;0.0204
0;2.29;0.36;0.0204
0;2.29;0.36;0.0204
0;2.28;0.336;0.0204
0;2.28;0.294;0.0204
0;2.28;0.24;0.0204
0;2.27;0.192;0.0204
0;2.27;0.108;0.0204
0;2.27;0;0.0204
0;2.26;0;0.0204
0;2.26;0;0.0204
0;2.26;0;0.0204
0;2.25;0;0.0204
0;2.25;0;0.0204
0;2.25;0;0.0204
0;2.24;0;0.0204
0;2.24;0;0.0204
0;2.24;0;0.0204
0;2.24;0;0.0204
0;2.23;0;0.0204
0;2.23;0.132;0.0204
0;2.23;0.228;0.0204
0;2.22;0.294;0.0204
0;2.22;0.36;0.0204
0;2.22;0.408;0.0204
0;2.22;0.438;0.0204
0;2.21;0.438;0.0204
0;2.21;0.408;0.0204
0;2.21;0.36;0.0204
0;2.21;0.294;0.0204
0;2.2;0.228;0.0204
0;2.2;0.132;0.0204
0;2.2;0;0.0204
0;2.2;0;0.0204
0;2.2;0;0.0204
0;2.19;0;0.0192
0;2.19;0;0.0192
0;2.19;0;0.0192
0;2.19;0;0.0192
0;2.19;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0.12;0.0192
0;2.17;0.216;0.0192
0;2.17;0.276;0.0192
0;2.17;0.336;0.0192
0;2.17;0.384;0.0192
0;2.17;0.408;0.0192
0;2.17;0.408;0.0192
0;2.16;0.384;0.0192
0;2.16;0.336;0.0192
0;2.16;0.276;0.0192
0;2.16;0.216;0.0192
0;2.16;0.12;0.0192
0;2.16;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.15;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.14;0.084;0.0192
0;2.14;0.15;0.0192
0;2.14;0.192;0.0192
0;2.13;0.234;0.0192
0;2.13;0.264;0.0192
0;2.13;0.282;0.0192
0;2.13;0.282;0.0192
0;2.13;0.264;0.0192
0;2.13;0.234;0.0192
0;2.13;0.192;0.0192
0;2.13;0.15;0.0192
0;2.13;0.084;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0.114;0.0192
0;2.11;0.198;0.0192
0;2.11;0.252;0.0192
0;2.11;0.306;0.0192
0;2.11;0.348;0.0192
0;2.11;0.372;0.0192
0;2.11;0.372;0.0192
0;2.1;0.348;0.0192
0;2.1;0.306;0.0192
0;2.1;0.252;0.0192
0;2.1;0.198;0.0192
0;2.1;0.114;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0.126;0.0192
0;2.09;0.222;0.0192
0;2.09;0.282;0.0192
0;2.09;0.348;0.0192
0;2.09;0.396;0.0192
0;2.09;0.42;0.0192
0;2.09;0.42;0.0192
0;2.09;0.396;0.0192
0;2.09;0.348;0.0192
0;2.08;0.282;0.0192
0;2.08;0.222;0.0192
0;2.08;0.126;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0.102;0.0192
0;2.08;0.18;0.0192
0;2.07;0.234;0.0192
0;2.07;0.288;0.0192
0;2.07;0.324;0.0192
0;2.07;0.342;0.0192
0;2.07;0.342;0.0192
0;2.07;0.324;0.0192
0;2.07;0.288;0.0192
0;2.07;0.234;0.0192
0;2.07;0.18;0.0192
0;2.07;0.102;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0.096;0.018
0;2.06;0.174;0.018
0;2.06;0.222;0.018
0;2.06;0.276;0.018
0;2.06;0.312;0.018
0;2.06;0.33;0.018
0;2.06;0.33;0.018
0;2.06;0.312;0.018
0;2.06;0.276;0.018
0;2.06;0.222;0.018
0;2.06;0.174;0.018
0;2.06;0.096;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.06;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0.102;0.018
0;2.05;0.18;0.018
0;2.05;0.228;0.018
0;2.05;0.282;0.018
0;2.05;0.318;0.018
0;2.05;0.336;0.018
0;2.05;0.336;0.018
0;2.05;0.318;0.018
0;2.05;0.282;0.018
0;2.05;0.228;0.018
0;2.05;0.18;0.018
0;2.05;0.102;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0;0.018
0;2.05;0.138;0.018
0;2.05;0.24;0.018
0;2.05;0.306;0.018
0;2.05;0.378;0.018
0;2.05;0.432;0.018
0;2.05;0.456;0.018
0;2.04;0.456;0.018
0;2.04;0.432;0.018
0;2.04;0.378;0.018
0;2.04;0.306;0.018
0;2.04;0.24;0.018
0;2.04;0.138;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0.108;0.018
0;2.04;0.192;0.018
0;2.04;0.246;0.018
0;2.04;0.3;0.018
0;2.04;0.342;0.018
0;2.04;0.366;0.018
0;2.04;0.366;0.018
0;2.04;0.342;0.018
0;2.04;0.3;0.018
0;2.04;0.246;0.018
0;2.04;0.192;0.018
0;2.04;0.108;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0;0.018
0;2.04;0.114;0.018
0;2.03;0.204;0.018
0;2.03;0.258;0.018
0;2.03;0.318;0.018
0;2.03;0.36;0.018
0;2.03;0.384;0.018
0;2.03;0.384;0.018
0;2.03;0.36;0.018
0;2.03;0.318;0.018
0;2.03;0.258;0.018
0;2.03;0.204;0.018
0;2.03;0.114;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0.126;0.018
0;2.03;0.222;0.018
0;2.03;0.282;0.018
0;2.03;0.342;0.018
0;2.03;0.39;0.018
0;2.03;0.414;0.018
0;2.03;0.414;0.018
0;2.03;0.39;0.018
0;2.03;0.342;0.018
0;2.03;0.282;0.018
0;2.03;0.222;0.018
0;2.03;0.126;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0.12;0.018
0;2.03;0.216;0.018
0;2.03;0.276;0.018
0;2.03;0.336;0.018
0;2.03;0.384;0.018
0;2.03;0.408;0.018
0;2.03;0.408;0.018
0;2.03;0.384;0.018
0;2.03;0.336;0.018
0;2.03;0.276;0.018
0;2.03;0.216;0.018
0;2.03;0.12;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.03;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0.12;0.018
0;2.02;0.21;0.018
0;2.02;0.264;0.018
0;2.02;0.324;0.018
0;2.02;0.372;0.018
0;2.02;0.396;0.018
0;2.02;0.396;0.018
0;2.02;0.372;0.018
0;2.02;0.324;0.018
0;2.02;0.264;0.018
0;2.02;0.21;0.018
0;2.02;0.12;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0.102;0.018
0;2.02;0.18;0.018
0;2.02;0.234;0.018
0;2.02;0.288;0.018
0;2.02;0.324;0.018
0;2.02;0.342;0.018
0;2.02;0.342;0.018
0;2.02;0.324;0.018
0;2.02;0.288;0.018
0;2.02;0.234;0.018
0;2.02;0.18;0.018
0;2.02;0.102;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0.096;0.018
0;2.02;0.174;0.018
0;2.02;0.222;0.018
0;2.02;0.276;0.018
0;2.02;0.312;0.018
0;2.02;0.33;0.018
0;2.02;0.33;0.018
0;2.02;0.312;0.018
0;2.02;0.276;0.018
0;2.02;0.222;0.018
0;2.02;0.174;0.018
0;2.02;0.096;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0.09;0.018
0;2.02;0.162;0.018
0;2.02;0.204;0.018
0;2.02;0.252;0.018
0;2.02;0.282;0.018
0;2.02;0.3;0.018
0;2.02;0.3;0.018
0;2.02;0.282;0.018
0;2.02;0.252;0.018
0;2.02;0.204;0.018
0;2.02;0.162;0.018
0;2.02;0.09;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0.114;0.018
0;2.02;0.198;0.018
0;2.02;0.258;0.018
0;2.02;0.312;0.018
0;2.02;0.354;0.018
0;2.02;0.378;0.018
0;2.02;0.378;0.018
0;2.02;0.354;0.018
0;2.02;0.312;0.018
0;2.02;0.258;0.018
0;2.02;0.198;0.018
0;2.02;0.114;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.02;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.15;0.018
0;2.01;0.258;0.018
0;2.01;0.33;0.018
0;2.01;0.408;0.018
0;2.01;0.462;0.018
0;2.01;0.492;0.018
0;2.01;0.492;0.018
0;2.01;0.462;0.018
0;2.01;0.408;0.018
0;2.01;0.33;0.018
0;2.01;0.258;0.018
0;2.01;0.15;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.162;0.018
0;2.01;0.288;0.018
0;2.01;0.372;0.018
0;2.01;0.456;0.018
0;2.01;0.516;0.018
0;2.01;0.546;0.018
0;2.01;0.546;0.018
0;2.01;0.516;0.018
0;2.01;0.456;0.018
0;2.01;0.372;0.018
0;2.01;0.288;0.018
0;2.01;0.162;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.144;0.018
0;2.01;0.252;0.018
0;2.01;0.324;0.018
0;2.01;0.396;0.018
0;2.01;0.45;0.018
0;2.01;0.48;0.018
0;2.01;0.48;0.018
0;2.01;0.45;0.018
0;2.01;0.396;0.018
0;2.01;0.324;0.018
0;2.01;0.252;0.018
0;2.01;0.144;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.108;0.018
0;2.01;0.186;0.018
0;2.01;0.24;0.018
0;2.01;0.288;0.018
0;2.01;0.33;0.018
0;2.01;0.354;0.018
0;2.01;0.354;0.018
0;2.01;0.33;0.018
0;2.01;0.288;0.018
0;2.01;0.24;0.018
0;2.01;0.186;0.018
0;2.01;0.108;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.114;0.018
0;2.01;0.204;0.018
0;2.01;0.258;0.018
0;2.01;0.318;0.018
0;2.01;0.36;0.018
0;2.01;0.384;0.018
0;2.01;0.384;0.018
0;2.01;0.36;0.018
0;2.01;0.318;0.018
0;2.01;0.258;0.018
0;2.01;0.204;0.018
0;2.01;0.114;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.132;0.018
0;2.01;0.24;0.018
0;2.01;0.306;0.018
0;2.01;0.372;0.018
0;2.01;0.42;0.018
0;2.01;0.45;0.018
0;2.01;0.45;0.018
0;2.01;0.42;0.018
0;2.01;0.372;0.018
0;2.01;0.306;0.018
0;2.01;0.24;0.018
0;2.01;0.132;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.144;0.018
0;2.01;0.252;0.018
0;2.01;0.324;0.018
0;2.01;0.396;0.018
0;2.01;0.45;0.018
0;2.01;0.48;0.018
0;2.01;0.48;0.018
0;2.01;0.45;0.018
0;2.01;0.396;0.018
0;2.01;0.324;0.018
0;2.01;0.252;0.018
0;2.01;0.144;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.132;0.018
0;2.01;0.234;0.018
0;2.01;0.3;0.018
0;2.01;0.366;0.018
0;2.01;0.414;0.018
0;2.01;0.444;0.018
0;2.01;0.444;0.018
0;2.01;0.414;0.018
0;2.01;0.366;0.018
0;2.01;0.3;0.018
0;2.01;0.234;0.018
0;2.01;0.132;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.12;0.018
0;2.01;0.216;0.018
0;2.01;0.276;0.018
0;2.01;0.336;0.018
0;2.01;0.384;0.018
0;2.01;0.408;0.018
0;2.01;0.408;0.018
0;2.01;0.384;0.018
0;2.01;0.336;0.018
0;2.01;0.276;0.018
0;2.01;0.216;0.018
0;2.01;0.12;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.162;0.018
0;2.01;0.288;0.018
0;2.01;0.366;0.018
0;2.01;0.45;0.018
0;2.01;0.51;0.018
0;2.01;0.54;0.018
0;2.01;0.54;0.018
0;2.01;0.51;0.018
0;2.01;0.45;0.018
0;2.01;0.366;0.018
0;2.01;0.288;0.018
0;2.01;0.162;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.162;0.018
0;2.01;0.288;0.018
0;2.01;0.372;0.018
0;2.01;0.456;0.018
0;2.01;0.516;0.018
0;2.01;0.546;0.018
0;2.01;0.546;0.018
0;2.01;0.516;0.018
0;2.01;0.456;0.018
0;2.01;0.372;0.018
0;2.01;0.288;0.018
0;2.01;0.162;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.126;0.018
0;2.01;0.222;0.018
0;2.01;0.282;0.018
0;2.01;0.342;0.018
0;2.01;0.39;0.018
0;2.01;0.414;0.018
0;2.01;0.414;0.018
0;2.01;0.39;0.018
0;2.01;0.342;0.018
0;2.01;0.282;0.018
0;2.01;0.222;0.018
0;2.01;0.126;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.132;0.018
0;2.01;0.228;0.018
0;2.01;0.294;0.018
0;2.01;0.36;0.018
0;2.01;0.408;0.018
0;2.01;0.438;0.018
0;2.01;0.438;0.018
0;2.01;0.408;0.018
0;2.01;0.36;0.018
0;2.01;0.294;0.018
0;2.01;0.228;0.018
0;2.01;0.132;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.132;0.018
0;2.01;0.228;0.018
0;2.01;0.294;0.018
0;2.01;0.36;0.018
0;2.01;0.408;0.018
0;2.01;0.438;0.018
0;2.01;0.438;0.018
0;2.01;0.408;0.018
0;2.01;0.36;0.018
0;2.01;0.294;0.018
0;2.01;0.228;0.018
0;2.01;0.132;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0;0.018
0;2.01;0.132;0.018
0;2.01;0.228;0.018
0;2.01;0.294;0.018
0;2.01;0.36;0.018
0;2.01;0.408;0.018
0;2.01;0.438;0.018
0;2.01;0.438;0.018
0;2.01;0.408;0.018
0;2.01;0.36;0.018
0;2.01;0.294;0.018
0;2;0.228;0.018
0;2;0.132;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.144;0.018
0;2;0.252;0.018
0;2;0.324;0.018
0;2;0.396;0.018
0;2;0.45;0.018
0;2;0.48;0.018
0;2;0.48;0.018
0;2;0.45;0.018
0;2;0.396;0.018
0;2;0.324;0.018
0;2;0.252;0.018
0;2;0.144;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.108;0.018
0;2;0.192;0.018
0;2;0.246;0.018
0;2;0.3;0.018
0;2;0.342;0.018
0;2;0.366;0.018
0;2;0.366;0.018
0;2;0.342;0.018
0;2;0.3;0.018
0;2;0.246;0.018
0;2;0.192;0.018
0;2;0.108;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.054;0.018
0;2;0.102;0.018
0;2;0.126;0.018
0;2;0.156;0.018
0;2;0.18;0.018
0;2;0.192;0.018
0;2;0.192;0.018
0;2;0.18;0.018
0;2;0.156;0.018
0;2;0.126;0.018
0;2;0.102;0.018
0;2;0.054;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.12;0.018
0;2;0.21;0.018
0;2;0.27;0.018
0;2;0.33;0.018
0;2;0.378;0.018
0;2;0.402;0.018
0;2;0.402;0.018
0;2;0.378;0.018
0;2;0.33;0.018
0;2;0.27;0.018
9.8;15.31;0.21;0.138
6;16.19;0.12;0.1452
1;10.11;0;0.0912
0.4;8.16;0;0.0732
1.2;8.62;0;0.078
0.6;8.2;0;0.0744
0.2;7.34;0;0.066
0;6.87;0;0.0624
0;6.56;0;0.0588
0;6.32;0;0.0564
0;6.12;0;0.0552
0;5.94;0;0.054
0;5.79;0;0.0516
0;5.64;0;0.0504
0;5.51;0.108;0.0492
0;5.38;0.192;0.048
0;5.27;0.24;0.048
0;5.15;0.294;0.0468
0;5.05;0.336;0.0456
0;4.95;0.36;0.0444
0;4.85;0.36;0.0432
0;4.76;0.336;0.0432
0;4.68;0.294;0.042
0;4.6;0.24;0.042
0;4.52;0.192;0.0408
0;4.44;0.108;0.0396
0;4.37;0;0.0396
0;4.3;0;0.0384
0;4.23;0;0.0384
0;4.17;0;0.0372
0;4.11;0;0.0372
0;4.05;0;0.036
0;3.99;0;0.036
0;3.94;0;0.036
0;3.89;0;0.0348
0;3.84;0;0.0348
0;3.79;0;0.0336
0;3.74;0;0.0336
0;3.7;0.132;0.0336
0;3.65;0.234;0.0324
0;3.61;0.3;0.0324
0;3.57;0.366;0.0324
0;3.53;0.414;0.0312
