plu;Q (m3s);ev (mm/h);Q(mm/h)
0;2;0.198;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.168;0.018
0;2;0.294;0.018
0;2;0.372;0.018
0;2;0.462;0.018
0;2;0.522;0.018
0;2;0.552;0.018
0;2;0.552;0.018
0;2;0.522;0.018
0;2;0.462;0.018
0;2;0.372;0.018
0;2;0.294;0.018
0;2;0.168;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.132;0.018
0;2;0.24;0.018
0;2;0.306;0.018
0;2;0.372;0.018
0;2;0.42;0.018
0;2;0.45;0.018
0;2;0.45;0.018
0;2;0.42;0.018
0;2;0.372;0.018
0;2;0.306;0.018
0;2;0.24;0.018
0;2;0.132;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.114;0.018
0;2;0.204;0.018
0;2;0.258;0.018
0;2;0.318;0.018
0;2;0.36;0.018
0;2;0.384;0.018
0;2;0.384;0.018
0;2;0.36;0.018
0;2;0.318;0.018
0;2;0.258;0.018
0;2;0.204;0.018
0;2;0.114;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.102;0.018
0;2;0.18;0.018
0;2;0.228;0.018
0;2;0.282;0.018
0;2;0.318;0.018
0;2;0.336;0.018
0;2;0.336;0.018
0;2;0.318;0.018
0;2;0.282;0.018
0;2;0.228;0.018
0;2;0.18;0.018
0;2;0.102;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.114;0.018
0;2;0.198;0.018
0;2;0.252;0.018
0;2;0.306;0.018
0;2;0.348;0.018
0;2;0.372;0.018
0;2;0.372;0.018
0;2;0.348;0.018
0;2;0.306;0.018
0;2;0.252;0.018
0;2;0.198;0.018
0;2;0.114;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.09;0.018
0;2;0.162;0.018
0;2;0.21;0.018
0;2;0.258;0.018
0;2;0.288;0.018
0;2;0.306;0.018
0;2;0.306;0.018
0;2;0.288;0.018
0;2;0.258;0.018
0;2;0.21;0.018
0;2;0.162;0.018
0;2;0.09;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.096;0.018
0;2;0.174;0.018
0;2;0.222;0.018
0;2;0.276;0.018
0;2;0.312;0.018
0;2;0.33;0.018
0;2;0.33;0.018
0;2;0.312;0.018
0;2;0.276;0.018
0;2;0.222;0.018
0;2;0.174;0.018
0;2;0.096;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.192;0.018
0;2;0.336;0.018
0;2;0.426;0.018
0;2;0.522;0.018
0;2;0.594;0.018
0;2;0.63;0.018
0;2;0.63;0.018
0;2;0.594;0.018
0;2;0.522;0.018
0;2;0.426;0.018
0;2;0.336;0.018
0;2;0.192;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0.198;0.018
0;2;0.348;0.018
0;2;0.438;0.018
0;2;0.54;0.018
0;2;0.612;0.018
0;2;0.654;0.018
0;2;0.654;0.018
0;2;0.612;0.018
0;2;0.54;0.018
0;2;0.438;0.018
0;2;0.348;0.018
0;2;0.198;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
0;2;0;0.018
4.8;6.94;0;0.0624
3.2;8.33;0;0.0744
0;5.05;0;0.0456
0;4.09;0;0.0372
0;3.7;0;0.0336
0;3.49;0;0.0312
0;3.37;0;0.03
0;3.29;0.198;0.03
0;3.22;0.354;0.0288
0;3.18;0.45;0.0288
0;3.14;0.552;0.0288
0;3.1;0.624;0.0276
0;3.07;0.666;0.0276
0;3.04;0.666;0.0276
0;3.01;0.624;0.0276
0;2.99;0.552;0.0264
0;2.97;0.45;0.0264
0;2.94;0.354;0.0264
0;2.92;0.198;0.0264
0;2.9;0;0.0264
0;2.88;0;0.0264
0;2.87;0;0.0264
0;2.85;0;0.0252
0;2.83;0;0.0252
0;2.81;0;0.0252
0;2.8;0;0.0252
0;2.78;0;0.0252
0;2.77;0;0.0252
0;2.75;0;0.0252
0;2.74;0;0.0252
0;2.72;0;0.024
0;2.71;0.174;0.024
0;2.7;0.312;0.024
0;2.69;0.396;0.024
0;2.67;0.486;0.024
0;2.66;0.552;0.024
0;2.65;0.588;0.024
0;2.64;0.588;0.024
0;2.63;0.552;0.024
0;2.62;0.486;0.024
0;2.61;0.396;0.024
0;2.6;0.312;0.024
0;2.58;0.174;0.0228
0;2.58;0;0.0228
0;2.57;0;0.0228
0;2.56;0;0.0228
0;2.55;0;0.0228
0;2.54;0;0.0228
0;2.53;0;0.0228
0;2.52;0;0.0228
0;2.51;0;0.0228
0;2.5;0;0.0228
0;2.5;0;0.0228
0;2.49;0;0.0228
0;2.48;0;0.0228
0;2.47;0.21;0.0228
0;2.47;0.378;0.0228
0;2.46;0.48;0.0216
0;2.45;0.588;0.0216
0;2.44;0.666;0.0216
0;2.44;0.708;0.0216
0;2.43;0.708;0.0216
0;2.43;0.666;0.0216
0;2.42;0.588;0.0216
0;2.41;0.48;0.0216
0;2.41;0.378;0.0216
0;2.4;0.21;0.0216
0;2.4;0;0.0216
0;2.39;0;0.0216
0;2.38;0;0.0216
0;2.38;0;0.0216
0;2.37;0;0.0216
0;2.37;0;0.0216
0;2.36;0;0.0216
0;2.36;0;0.0216
0;2.35;0;0.0216
0;2.35;0;0.0216
0;2.34;0;0.0216
0;2.34;0;0.0216
0;2.33;0.216;0.0204
0;2.33;0.384;0.0204
0;2.33;0.492;0.0204
0;2.32;0.606;0.0204
0;2.32;0.684;0.0204
0;2.31;0.732;0.0204
0;2.31;0.732;0.0204
0;2.3;0.684;0.0204
0;2.3;0.606;0.0204
0;2.3;0.492;0.0204
0;2.29;0.384;0.0204
0;2.29;0.216;0.0204
0;2.29;0;0.0204
0;2.28;0;0.0204
0;2.28;0;0.0204
0;2.27;0;0.0204
1.2;3.04;0;0.0276
4.8;8.87;0;0.0804
1.6;7.49;0;0.0672
2;8;0;0.072
0;5.94;0;0.054
2.4;8.31;0;0.0744
3.6;11.81;0;0.1068
3.8;14.36;0;0.1296
0.6;11.01;0.204;0.0996
0.8;10.39;0.36;0.0936
0;9.17;0.462;0.0828
0;8.53;0.564;0.0768
0;8.1;0.642;0.0732
0;7.76;0.678;0.0696
0;7.48;0.678;0.0672
0;7.23;0.642;0.0648
0;7;0.564;0.0636
0;6.79;0.462;0.0612
0;6.6;0.36;0.06
0;6.42;0.204;0.0576
0;6.25;0;0.0564
0;6.09;0;0.0552
0;5.94;0;0.054
0;5.8;0;0.0528
0;5.67;0;0.0516
0;5.54;0;0.0504
0;5.42;0;0.0492
0;5.3;0;0.048
0;5.19;0;0.0468
0;5.09;0;0.0456
0;4.99;0;0.0444
0;4.89;0;0.0444
0;4.8;0.216;0.0432
0;4.71;0.384;0.042
0;4.63;0.486;0.042
0;4.55;0.6;0.0408
0;4.48;0.678;0.0408
0;4.4;0.726;0.0396
0;4.33;0.726;0.0384
0;4.26;0.678;0.0384
0;4.2;0.6;0.0384
0;4.14;0.486;0.0372
0;4.08;0.384;0.0372
0;4.02;0.216;0.036
0;3.97;0;0.036
0;3.91;0;0.0348
0;3.86;0;0.0348
0;3.81;0;0.0348
0;3.76;0;0.0336
0;3.72;0;0.0336
0;3.68;0;0.0336
0;3.63;0;0.0324
0;3.59;0;0.0324
0;3.55;0;0.0324
0;3.51;0;0.0312
0;3.48;0;0.0312
0;3.44;0.228;0.0312
0;3.41;0.408;0.0312
0;3.37;0.522;0.03
0;3.34;0.642;0.03
0;3.31;0.726;0.03
0;3.28;0.774;0.03
0;3.25;0.774;0.0288
0;3.22;0.726;0.0288
0;3.2;0.642;0.0288
0;3.17;0.522;0.0288
0;3.14;0.408;0.0288
0;3.12;0.228;0.0276
0;3.09;0;0.0276
0;3.07;0;0.0276
0;3.05;0;0.0276
0;3.03;0;0.0276
0;3;0;0.0276
0;2.98;0;0.0264
0;2.96;0;0.0264
0;2.94;0;0.0264
0;2.92;0;0.0264
0;2.91;0;0.0264
0;2.89;0;0.0264
0;2.87;0;0.0264
0;2.85;0.204;0.0252
0;2.84;0.36;0.0252
0;2.82;0.462;0.0252
0;2.81;0.564;0.0252
0;2.79;0.642;0.0252
0;2.78;0.678;0.0252
0;2.76;0.678;0.0252
0;2.75;0.642;0.0252
0;2.73;0.564;0.024
0;2.72;0.462;0.024
0;2.71;0.36;0.024
0;2.69;0.204;0.024
0;2.68;0;0.024
0;2.67;0;0.024
0;2.66;0;0.024
0;2.65;0;0.024
0;2.63;0;0.024
0;2.62;0;0.024
0;2.61;0;0.024
0;2.6;0;0.024
0;2.59;0;0.0228
0;2.58;0;0.0228
0;2.57;0;0.0228
0;2.56;0;0.0228
0;2.55;0.174;0.0228
0;2.54;0.306;0.0228
0;2.54;0.396;0.0228
0;2.53;0.486;0.0228
0;2.52;0.546;0.0228
0;2.51;0.582;0.0228
0;2.5;0.582;0.0228
0;2.49;0.546;0.0228
0;2.49;0.486;0.0228
0;2.48;0.396;0.0228
0;2.47;0.306;0.0228
0;2.46;0.174;0.0216
0;2.46;0;0.0216
0;2.45;0;0.0216
0;2.44;0;0.0216
0;2.44;0;0.0216
0;2.43;0;0.0216
0;2.42;0;0.0216
0;2.42;0;0.0216
0;2.41;0;0.0216
0;2.41;0;0.0216
0;2.4;0;0.0216
0;2.39;0;0.0216
0;2.39;0;0.0216
0;2.38;0.174;0.0216
0;2.38;0.306;0.0216
0;2.37;0.39;0.0216
0;2.37;0.48;0.0216
0;2.36;0.54;0.0216
0;2.36;0.576;0.0216
0;2.35;0.576;0.0216
0;2.35;0.54;0.0216
0;2.34;0.48;0.0216
0;2.34;0.39;0.0216
0;2.33;0.306;0.0204
0;2.33;0.174;0.0204
0;2.32;0;0.0204
0;2.32;0;0.0204
0;2.32;0;0.0204
0;2.31;0;0.0204
0;2.31;0;0.0204
0;2.3;0;0.0204
0;2.3;0;0.0204
0;2.3;0;0.0204
0;2.29;0;0.0204
0;2.29;0;0.0204
0;2.28;0;0.0204
0;2.28;0;0.0204
0;2.28;0.216;0.0204
0;2.27;0.384;0.0204
0;2.27;0.492;0.0204
0;2.27;0.606;0.0204
0;2.26;0.684;0.0204
0;2.26;0.732;0.0204
0;2.26;0.732;0.0204
0;2.25;0.684;0.0204
0;2.25;0.606;0.0204
0;2.25;0.492;0.0204
0;2.25;0.384;0.0204
0;2.24;0.216;0.0204
0;2.24;0;0.0204
0;2.24;0;0.0204
0;2.23;0;0.0204
0;2.23;0;0.0204
0;2.23;0;0.0204
0;2.23;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.21;0;0.0204
0;2.21;0;0.0204
0;2.21;0.186;0.0204
0;2.21;0.33;0.0204
0;2.2;0.42;0.0204
0;2.2;0.51;0.0204
0;2.2;0.582;0.0204
0;2.2;0.618;0.0204
0;2.2;0.618;0.0204
0;2.19;0.582;0.0192
0;2.19;0.51;0.0192
0;2.19;0.42;0.0192
0;2.19;0.33;0.0192
0;2.19;0.186;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.18;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.16;0;0.0192
0;2.16;0.162;0.0192
0;2.16;0.282;0.0192
0;2.16;0.36;0.0192
0;2.16;0.444;0.0192
0;2.16;0.504;0.0192
0;2.15;0.534;0.0192
0;2.15;0.534;0.0192
0;2.15;0.504;0.0192
0;2.15;0.444;0.0192
0;2.15;0.36;0.0192
0;2.15;0.282;0.0192
0;2.15;0.162;0.0192
3;4.86;0;0.0432
0;3.63;0;0.0324
0;3.15;0;0.0288
0;2.93;0;0.0264
0;2.8;0;0.0252
0;2.73;0;0.024
0;2.68;0;0.024
0;2.64;0;0.024
0;2.61;0;0.024
0;2.59;0;0.0228
0;2.57;0;0.0228
0;2.55;0;0.0228
0;2.54;0.168;0.0228
0;2.53;0.294;0.0228
0;2.52;0.372;0.0228
0;2.5;0.462;0.0228
0;2.49;0.522;0.0228
0;2.49;0.552;0.0228
0;2.48;0.552;0.0228
0;2.47;0.522;0.0228
0;2.46;0.462;0.0216
0;2.45;0.372;0.0216
0;2.44;0.294;0.0216
0;2.44;0.168;0.0216
0;2.43;0;0.0216
0;2.42;0;0.0216
0;2.42;0;0.0216
0;2.41;0;0.0216
0;2.4;0;0.0216
0;2.4;0;0.0216
0;2.39;0;0.0216
0;2.39;0;0.0216
0;2.38;0;0.0216
0;2.37;0;0.0216
0;2.37;0;0.0216
0;2.36;0;0.0216
0;2.36;0.09;0.0216
0;2.35;0.156;0.0216
0;2.35;0.198;0.0216
0;2.34;0.246;0.0216
0;2.34;0.276;0.0216
0;2.33;0.294;0.0204
0;2.33;0.294;0.0204
0;2.33;0.276;0.0204
0;2.32;0.246;0.0204
0;2.32;0.198;0.0204
0;2.31;0.156;0.0204
0;2.31;0.09;0.0204
0;2.3;0;0.0204
0;2.3;0;0.0204
0;2.3;0;0.0204
0;2.29;0;0.0204
0;2.29;0;0.0204
0;2.29;0;0.0204
0;2.28;0;0.0204
0;2.28;0;0.0204
0;2.27;0;0.0204
0;2.27;0;0.0204
0;2.27;0;0.0204
0;2.26;0;0.0204
0;2.26;0.06;0.0204
0;2.26;0.102;0.0204
0;2.26;0.132;0.0204
0;2.25;0.162;0.0204
0;2.25;0.186;0.0204
0;2.25;0.198;0.0204
0;2.24;0.198;0.0204
0;2.24;0.186;0.0204
0;2.24;0.162;0.0204
0;2.23;0.132;0.0204
0;2.23;0.102;0.0204
0;2.23;0.06;0.0204
0;2.23;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.22;0;0.0204
0;2.21;0;0.0204
0;2.21;0;0.0204
0;2.21;0;0.0204
0;2.21;0;0.0204
0;2.2;0;0.0204
0;2.2;0;0.0204
0;2.2;0;0.0204
0;2.2;0.12;0.0204
0;2.2;0.21;0.0204
0;2.19;0.264;0.0192
0;2.19;0.324;0.0192
0;2.19;0.372;0.0192
0;2.19;0.396;0.0192
0;2.19;0.396;0.0192
0;2.18;0.372;0.0192
0;2.18;0.324;0.0192
0;2.18;0.264;0.0192
0;2.18;0.21;0.0192
0;2.18;0.12;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.17;0;0.0192
0;2.16;0;0.0192
0;2.16;0;0.0192
0;2.16;0;0.0192
0;2.16;0;0.0192
0;2.16;0;0.0192
0;2.16;0;0.0192
0;2.15;0.174;0.0192
0;2.15;0.312;0.0192
0;2.15;0.396;0.0192
0;2.15;0.486;0.0192
0;2.15;0.552;0.0192
0;2.15;0.588;0.0192
0;2.15;0.588;0.0192
0;2.14;0.552;0.0192
0;2.14;0.486;0.0192
0;2.14;0.396;0.0192
0;2.14;0.312;0.0192
0;2.14;0.174;0.0192
0;2.14;0;0.0192
0;2.14;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.13;0;0.0192
0;2.12;0;0.0192
0;2.12;0;0.0192
0;2.12;0.108;0.0192
0;2.12;0.192;0.0192
0;2.12;0.24;0.0192
0;2.12;0.294;0.0192
0;2.12;0.336;0.0192
0;2.12;0.36;0.0192
0;2.12;0.36;0.0192
0;2.12;0.336;0.0192
0;2.11;0.294;0.0192
0;2.11;0.24;0.0192
0;2.11;0.192;0.0192
0;2.11;0.108;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.11;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0;0.0192
0;2.1;0.18;0.0192
0;2.1;0.318;0.0192
0;2.1;0.402;0.0192
0;2.1;0.492;0.0192
0;2.1;0.564;0.0192
0;2.1;0.594;0.0192
0;2.09;0.594;0.0192
0;2.09;0.564;0.0192
0;2.09;0.492;0.0192
0;2.09;0.402;0.0192
0;2.09;0.318;0.0192
0;2.09;0.18;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.09;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0;0.0192
0;2.08;0.168;0.0192
0;2.08;0.294;0.0192
0;2.08;0.372;0.0192
0;2.08;0.462;0.0192
0;2.08;0.522;0.0192
0;2.08;0.552;0.0192
0;2.08;0.552;0.0192
0;2.08;0.522;0.0192
0;2.08;0.462;0.0192
0;2.08;0.372;0.0192
0;2.08;0.294;0.0192
0;2.08;0.168;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0;2.07;0;0.0192
0.2;2.07;0;0.0192
0.6;2.32;0;0.0204
0.8;2.84;0;0.0252
0;2.6;0;0.024
0.2;2.46;0;0.0216
11.4;19.69;0;0.1776
5.4;17.36;0.168;0.156
0.2;10.04;0.294;0.09
0;8.28;0.372;0.0744
0;7.54;0.462;0.0684
0;7.11;0.522;0.0636
0;6.81;0.552;0.0612
0;6.56;0.552;0.0588
0;6.36;0.522;0.0576
0;6.17;0.462;0.0552
0;6.01;0.372;0.054
0;5.85;0.294;0.0528
0;5.71;0.168;0.0516
0;5.58;0;0.0504
0;5.45;0;0.0492
0;5.33;0;0.048
0;5.22;0;0.0468
0;5.11;0;0.0456
0;5.01;0;0.0456
0;4.91;0;0.0444
0;4.82;0;0.0432
0;4.73;0;0.042
0;4.65;0;0.042
0;4.57;0;0.0408
0;4.49;0;0.0408
0;4.41;0.162;0.0396
0;4.34;0.282;0.0396
0;4.28;0.36;0.0384
0;4.21;0.444;0.0384
0;4.15;0.504;0.0372
0;4.09;0.534;0.0372
0;4.03;0.534;0.036
0;3.97;0.504;0.036
0;3.92;0.444;0.0348
0.6;4.27;0.36;0.0384
0.4;4.5;0.282;0.0408
0.8;5.1;0.162;0.0456
0;4.72;0;0.042
0;4.49;0;0.0408
0;4.33;0;0.0384
0;4.22;0;0.0384
0;4.13;0;0.0372
0;4.05;0;0.036
0;3.98;0;0.036
0;3.91;0;0.0348
0;3.86;0;0.0348
0;3.8;0;0.0348
0;3.75;0;0.0336
0;3.7;0;0.0336
0;3.66;0.114;0.0324
0;3.61;0.198;0.0324
0;3.57;0.252;0.0324
0;3.53;0.306;0.0312
0;3.49;0.348;0.0312
0;3.46;0.372;0.0312
0;3.42;0.372;0.0312
0;3.39;0.348;0.03
0;3.35;0.306;0.03
0;3.32;0.252;0.03
0;3.29;0.198;0.03
0;3.26;0.114;0.0288
0;3.23;0;0.0288
0;3.2;0;0.0288
0;3.18;0;0.0288
0;3.15;0;0.0288
0;3.12;0;0.0276
0;3.1;0;0.0276
0;3.08;0;0.0276
0;3.05;0;0.0276
0;3.03;0;0.0276
0;3.01;0;0.0276
0;2.99;0;0.0264
0;2.97;0;0.0264
0;2.95;0.156;0.0264
0;2.93;0.276;0.0264
0;2.91;0.354;0.0264
0;2.89;0.438;0.0264
0;2.87;0.492;0.0264
0;2.86;0.528;0.0252
0;2.84;0.528;0.0252
0;2.82;0.492;0.0252
0;2.81;0.438;0.0252
0;2.79;0.354;0.0252
0;2.78;0.276;0.0252
0;2.76;0.156;0.0252
0;2.75;0;0.0252
0;2.74;0;0.0252
0;2.72;0;0.024
0;2.71;0;0.024
0;2.7;0;0.024
0;2.68;0;0.024
0;2.67;0;0.024
0;2.66;0;0.024
0;2.65;0;0.024
0;2.64;0;0.024
0;2.63;0;0.024
0;2.61;0;0.024
0;2.6;0.138;0.024
0;2.59;0.24;0.0228
0;2.58;0.306;0.0228
0;2.57;0.378;0.0228
0;2.56;0.432;0.0228
0;2.56;0.456;0.0228
0;2.55;0.456;0.0228
0;2.54;0.432;0.0228
0;2.53;0.378;0.0228
0;2.52;0.306;0.0228
0;2.51;0.24;0.0228
0;2.5;0.138;0.0228
0;2.5;0;0.0228
0;2.49;0;0.0228
0;2.48;0;0.0228
0;2.47;0;0.0228
0;2.47;0;0.0228
0;2.46;0;0.0216
0;2.45;0;0.0216
0;2.44;0;0.0216
0;2.44;0;0.0216
0;2.43;0;0.0216
0;2.43;0;0.0216
0;2.42;0;0.0216
0;2.41;0.21;0.0216
0;2.41;0.378;0.0216
0;2.4;0.48;0.0216
0;2.4;0.588;0.0216
0;2.39;0.666;0.0216
0;2.38;0.708;0.0216
0;2.38;0.708;0.0216
0;2.37;0.666;0.0216
0;2.37;0.588;0.0216
0;2.36;0.48;0.0216
0;2.36;0.378;0.0216
0;2.35;0.21;0.0216
0;2.35;0;0.0216
0;2.34;0;0.0216
0;2.34;0;0.0216
0;2.33;0;0.0204
0;2.33;0;0.0204
0;2.33;0;0.0204
0;2.32;0;0.0204
0;2.32;0;0.0204
0;2.31;0;0.0204
0;2.31;0;0.0204
0;2.3;0;0.0204
0;2.3;0;0.0204
0;2.3;0.27;0.0204
0;2.29;0.474;0.0204
0;2.29;0.606;0.0204
0;2.29;0.744;0.0204
0;2.28;0.846;0.0204
0;2.28;0.9;0.0204
0;2.27;0.9;0.0204
0;2.27;0.846;0.0204
0;2.27;0.744;0.0204
0;2.26;0.606;0.0204
0;2.26;0.474;0.0204
0;2.26;0.27;0.0204
0;2.26;0;0.0204
0;2.25;0;0.0204
0;2.25;0;0.0204
0;2.25;0;0.0204
0;2.24;0;0.0204
0;2.24;0;0.0204
2.4;4.27;0;0.0384
0.8;4.28;0;0.0384
0.2;3.53;0;0.0312
0;3.21;0;0.0288
0;3.04;0;0.0276
0;2.94;0;0.0264
0;2.87;0.282;0.0264
0;2.82;0.492;0.0252
0;2.79;0.63;0.0252
0;2.76;0.774;0.0252
0;2.74;0.876;0.0252
0;2.71;0.936;0.024
0;2.7;0.936;0.024
0;2.68;0.876;0.024
0;2.66;0.774;0.024
0;2.65;0.63;0.024
0;2.64;0.492;0.024
0;2.62;0.282;0.024
0;2.61;0;0.024
0;2.6;0;0.024
0;2.59;0;0.0228
0;2.58;0;0.0228
0;2.57;0;0.0228
0;2.56;0;0.0228
0;2.55;0;0.0228
0;2.54;0;0.0228
0;2.53;0;0.0228
0;2.52;0;0.0228
0;2.51;0;0.0228
0;2.5;0;0.0228
0;2.49;0.264;0.0228
0;2.49;0.474;0.0228
0;2.48;0.6;0.0228
0;2.47;0.738;0.0228
0;2.46;0.84;0.0216
0;2.46;0.894;0.0216
0;2.45;0.894;0.0216
0;2.44;0.84;0.0216
0;2.44;0.738;0.0216
0;2.43;0.6;0.0216
0;2.42;0.474;0.0216
0;2.42;0.264;0.0216
0;2.41;0;0.0216
0;2.4;0;0.0216
0;2.4;0;0.0216
0;2.39;0;0.0216
0;2.39;0;0.0216
0;2.38;0;0.0216
0;2.38;0;0.0216
0;2.37;0;0.0216
0;2.37;0;0.0216
0;2.36;0;0.0216
0;2.36;0;0.0216
0;2.35;0;0.0216
0.2;2.35;0.18;0.0216
0;2.34;0.318;0.0216
0;2.34;0.408;0.0216
0;2.33;0.498;0.0204
0;2.33;0.57;0.0204
0;2.32;0.606;0.0204
0;2.32;0.606;0.0204
0;2.31;0.57;0.0204
0;2.31;0.498;0.0204
0;2.31;0.408;0.0204
0;2.3;0.318;0.0204
0;2.3;0.18;0.0204
0;2.29;0;0.0204
0;2.29;0;0.0204
0;2.29;0;0.0204
0;2.28;0;0.0204
0;2.28;0;0.0204
0;2.28;0;0.0204
0;2.27;0;0.0204
0;2.27;0;0.0204
0;2.27;0;0.0204
0;2.26;0;0.0204
0;2.26;0;0.0204
0;2.26;0;0.0204
0;2.25;0.18;0.0204
0;2.25;0.324;0.0204
0;2.25;0.414;0.0204
0;2.24;0.504;0.0204
0;2.24;0.576;0.0204
0;2.24;0.612;0.0204
0;2.24;0.612;0.0204
0;2.23;0.576;0.0204
0;2.23;0.504;0.0204
0;2.23;0.414;0.0204
4.6;7.26;0.324;0.0648
0;4.68;0.18;0.042
0;3.86;0;0.0348
0;3.51;0;0.0312
0;3.32;0;0.03
0;3.21;0;0.0288
0;3.14;0;0.0288
0;3.08;0;0.0276
0;3.04;0;0.0276
0;3;0;0.0276
0;2.97;0;0.0264
0;2.94;0;0.0264
0;2.92;0;0.0264
0;2.9;0;0.0264
0;2.88;0.168;0.0264
0;2.86;0.3;0.0252
0;2.84;0.384;0.0252
0;2.82;0.474;0.0252
0;2.8;0.534;0.0252
0;2.79;0.57;0.0252
0;2.77;0.57;0.0252
0;2.75;0.534;0.0252
0;2.74;0.474;0.0252
0;2.73;0.384;0.024
0;2.71;0.3;0.024
0;2.7;0.168;0.024
0;2.69;0;0.024
0;2.67;0;0.024
0;2.66;0;0.024
0;2.65;0;0.024
0;2.64;0;0.024
0;2.63;0;0.024
0;2.62;0;0.024
0;2.6;0;0.024
0;2.59;0;0.0228
0;2.58;0;0.0228
0;2.57;0;0.0228
0;2.56;0;0.0228
0;2.56;0.186;0.0228
0;2.55;0.33;0.0228
0;2.54;0.42;0.0228
0;2.53;0.516;0.0228
0;2.52;0.588;0.0228
0;2.51;0.624;0.0228
0;2.5;0.624;0.0228
0;2.5;0.588;0.0228
0;2.49;0.516;0.0228
0;2.48;0.42;0.0228
0;2.47;0.33;0.0228
0;2.47;0.186;0.0228
0;2.46;0;0.0216
0;2.45;0;0.0216
0;2.44;0;0.0216
0;2.44;0;0.0216
0;2.43;0;0.0216
0;2.42;0;0.0216
0;2.42;0;0.0216
0;2.41;0;0.0216
0;2.41;0;0.0216
0;2.4;0;0.0216
0;2.39;0;0.0216
0;2.39;0;0.0216
0;2.38;0.096;0.0216
0;2.38;0.168;0.0216
0;2.37;0.216;0.0216
0;2.37;0.264;0.0216
